MOUNT
WRITE 531519 3 122
WRITE 531503 543 190
WRITE 531345 211 92
READ 531033 800 0
READ 530643 598 0
READ 531040 962 0
READ 531454 425 0
READ 531178 232 0
WRITE 531612 756 219
READ 532035 743 0
READ 532500 916 0
READ 532282 125 0
WRITE 532504 753 96
READ 532685 400 0
READ 533117 361 0
READ 533092 967 0
READ 532654 125 0
WRITE 532597 313 61
READ 533096 450 0
READ 533465 901 0
WRITE 533384 500 105
WRITE 533053 733 156
READ 533021 424 0
READ 532919 548 0
WRITE 533346 557 208
READ 533834 664 0
WRITE 533551 864 195
READ 534006 633 0
WRITE 533889 517 87
READ 534001 205 0
WRITE 534300 135 208
WRITE 534043 682 245
READ 533588 452 0
READ 533457 559 0
READ 533559 536 0
READ 534027 347 0
WRITE 533531 736 241
WRITE 533562 1022 159
READ 533341 832 0
WRITE 533450 653 182
WRITE 533888 114 183
WRITE 534252 412 158
WRITE 534551 175 21
WRITE 534196 695 224
READ 534482 354 0
READ 534883 453 0
READ 534601 384 0
WRITE 534527 887 28
WRITE 534585 886 107
WRITE 534119 611 176
WRITE 534117 187 255
READ 534549 384 0
READ 534214 148 0
READ 534097 989 0
WRITE 534599 652 123
READ 534959 215 0
READ 535154 726 0
WRITE 534928 458 117
READ 535068 876 0
READ 534579 351 0
READ 534350 667 0
READ 534060 950 0
WRITE 534230 755 183
READ 534350 938 0
READ 534565 547 0
WRITE 535040 87 215
READ 535250 752 0
WRITE 535153 922 83
READ 534856 160 0
READ 534627 737 0
WRITE 534750 876 58
READ 534303 974 0
WRITE 534246 750 191
READ 534393 387 0
WRITE 534427 160 156
WRITE 534028 313 127
READ 534489 355 0
WRITE 534393 489 170
WRITE 534573 792 118
READ 534326 646 0
READ 534511 459 0
READ 534569 98 0
WRITE 534656 826 187
READ 534929 545 0
READ 535270 73 0
WRITE 534914 741 128
WRITE 535142 19 108
WRITE 535259 474 172
WRITE 535169 597 52
WRITE 535092 803 190
READ 535521 656 0
READ 535972 108 0
WRITE 536260 315 50
WRITE 536714 309 255
READ 536542 285 0
WRITE 536540 969 150
READ 536439 991 0
WRITE 536756 197 131
READ 536755 567 0
WRITE 536496 558 145
WRITE 535999 519 120
WRITE 535495 632 28
READ 535358 45 0
WRITE 535293 251 133
WRITE 535106 799 253
WRITE 535515 526 50
WRITE 535233 430 196
WRITE 535503 131 253
READ 535075 348 0
READ 534645 604 0
READ 534172 545 0
READ 533749 449 0
READ 533555 117 0
READ 533796 184 0
WRITE 533513 895 186
READ 533148 1017 0
WRITE 532784 596 195
WRITE 532543 427 45
WRITE 532447 524 242
READ 532881 789 0
READ 532765 183 0
READ 533003 714 0
WRITE 533290 132 29
READ 533019 29 0
READ 533194 496 0
READ 533358 369 0
WRITE 533246 216 112
WRITE 533342 503 41
READ 533460 110 0
READ 533451 344 0
WRITE 533538 780 14
WRITE 533880 760 108
READ 534132 90 0
WRITE 534190 893 41
READ 534275 91 0
READ 534315 527 0
READ 534552 925 0
READ 534705 855 0
WRITE 534697 273 7
WRITE 534755 92 51
WRITE 535198 803 87
READ 535434 708 0
WRITE 535917 328 82
READ 536143 875 0
READ 535773 810 0
WRITE 535905 176 143
READ 535770 943 0
WRITE 536133 13 134
READ 535949 59 0
READ 535455 627 0
WRITE 535061 499 62
WRITE 535483 1008 226
WRITE 535729 629 23
WRITE 535538 437 169
WRITE 536018 858 138
READ 536165 253 0
READ 535762 571 0
WRITE 535462 235 113
READ 535686 840 0
WRITE 535897 320 64
READ 535832 839 0
WRITE 535410 368 105
READ 535021 569 0
WRITE 534545 938 220
READ 534215 599 0
WRITE 533961 899 182
WRITE 534245 933 180
READ 534275 651 0
WRITE 534592 855 81
READ 534635 818 0
WRITE 534590 91 228
WRITE 534136 481 100
READ 534009 259 0
WRITE 533878 56 11
WRITE 534082 135 215
WRITE 534289 251 230
READ 534561 134 0
WRITE 534943 287 174
WRITE 535081 196 157
WRITE 535425 514 26
READ 535439 410 0
READ 535679 825 0
WRITE 535679 402 200
WRITE 535994 199 240
WRITE 536305 63 33
WRITE 536217 374 228
READ 535817 775 0
WRITE 535751 360 184
READ 535292 983 0
READ 535551 660 0
READ 535620 353 0
READ 536028 301 0
READ 535791 273 0
WRITE 535280 613 104
WRITE 535693 255 124
READ 535837 959 0
WRITE 535668 60 89
WRITE 535750 931 156
WRITE 535994 495 164
READ 535691 910 0
READ 535271 265 0
WRITE 534932 383 68
READ 534772 883 0
WRITE 534524 131 107
READ 534662 754 0
WRITE 534172 674 33
READ 534287 567 0
READ 534567 687 0
WRITE 534462 395 201
READ 534666 503 0
WRITE 534352 821 254
WRITE 534513 375 212
READ 534809 69 0
READ 535118 671 0
WRITE 535108 642 52
WRITE 535578 508 97
READ 535299 458 0
READ 535736 734 0
READ 536042 627 0
WRITE 535846 743 2
WRITE 535773 928 151
WRITE 535647 792 96
WRITE 535258 498 101
READ 535417 233 0
WRITE 535299 88 120
READ 535523 109 0
WRITE 535461 827 90
READ 535817 134 0
READ 535873 355 0
READ 535807 758 0
WRITE 536199 523 90
READ 535958 237 0
WRITE 535495 947 34
WRITE 535434 862 127
WRITE 535780 31 146
WRITE 536016 859 12
READ 536362 502 0
READ 536797 581 0
WRITE 537163 341 121
READ 536654 209 0
WRITE 536198 978 149
WRITE 536648 630 180
WRITE 536382 613 34
READ 536358 305 0
READ 536510 569 0
READ 536176 373 0
READ 536038 156 0
READ 536133 750 0
READ 535862 590 0
READ 535400 120 0
WRITE 535785 351 248
READ 536038 47 0
READ 535728 921 0
READ 536153 240 0
WRITE 535757 60 67
READ 535281 309 0
READ 535338 773 0
READ 535089 365 0
WRITE 535046 558 62
WRITE 534948 970 17
READ 534970 346 0
WRITE 534497 402 195
WRITE 534927 268 17
WRITE 534672 105 40
READ 534463 97 0
READ 534828 501 0
WRITE 535202 550 218
READ 534849 452 0
READ 535104 671 0
READ 535454 711 0
WRITE 535854 843 226
WRITE 535820 152 3
WRITE 535779 314 101
WRITE 535574 672 18
READ 535578 771 0
WRITE 535648 525 50
READ 535778 726 0
READ 535711 570 0
WRITE 535616 238 235
READ 535340 29 0
WRITE 535245 697 178
WRITE 535755 293 239
WRITE 535824 143 107
READ 536079 727 0
READ 536426 933 0
WRITE 536657 74 215
READ 536303 821 0
WRITE 536326 789 170
WRITE 536339 225 61
WRITE 536775 300 102
WRITE 536449 162 170
WRITE 536103 564 170
READ 536082 508 0
WRITE 536425 901 213
WRITE 536059 702 85
READ 536274 786 0
WRITE 536684 907 33
WRITE 536401 1017 127
READ 536287 77 0
WRITE 536162 1012 75
READ 536131 312 0
WRITE 536632 588 103
WRITE 536272 745 223
READ 536460 766 0
WRITE 536447 487 115
READ 536709 267 0
READ 536506 361 0
WRITE 536271 467 233
WRITE 536416 236 115
READ 536119 306 0
READ 536241 262 0
WRITE 536511 749 248
WRITE 536730 663 111
READ 537121 75 0
WRITE 537478 990 150
WRITE 537853 55 71
READ 537454 890 0
WRITE 537245 439 15
READ 536909 996 0
READ 536856 139 0
WRITE 536590 783 205
READ 536754 413 0
WRITE 536398 107 84
WRITE 536715 28 37
WRITE 536822 927 141
WRITE 536577 449 29
WRITE 536430 771 153
WRITE 536550 649 92
WRITE 536652 716 229
WRITE 536922 697 84
READ 536835 49 0
READ 537063 565 0
WRITE 537180 596 227
READ 537074 346 0
WRITE 536993 367 148
WRITE 537203 886 43
WRITE 537331 337 184
READ 536925 850 0
READ 537265 186 0
WRITE 537717 1008 140
WRITE 537318 40 132
WRITE 536829 803 24
READ 537003 306 0
WRITE 537298 531 119
READ 537120 250 0
READ 537322 559 0
WRITE 537272 400 204
READ 537229 949 0
READ 537477 880 0
READ 537900 344 0
WRITE 538230 274 71
READ 538449 859 0
READ 538618 956 0
READ 538398 1010 0
READ 538352 423 0
WRITE 538598 111 129
READ 538623 382 0
WRITE 538224 697 28
WRITE 538712 1006 237
READ 538238 211 0
WRITE 538736 318 216
READ 539014 499 0
READ 539219 966 0
WRITE 539670 819 24
READ 539465 425 0
WRITE 539383 998 253
READ 539461 707 0
WRITE 539755 372 218
WRITE 539461 896 156
WRITE 538995 266 44
WRITE 538985 589 242
WRITE 539238 917 104
WRITE 539566 227 157
READ 539142 383 0
READ 539513 121 0
READ 539030 79 0
WRITE 538703 490 44
WRITE 539147 967 230
WRITE 538841 463 158
WRITE 538846 13 60
WRITE 538756 341 45
WRITE 538470 844 53
READ 538083 483 0
WRITE 538016 746 155
READ 537989 708 0
READ 538181 921 0
WRITE 538563 146 25
WRITE 538287 52 32
WRITE 537959 827 74
READ 538380 388 0
WRITE 537994 680 33
WRITE 538008 656 90
WRITE 537928 989 146
WRITE 537965 95 104
READ 537801 285 0
READ 537468 261 0
READ 537010 127 0
READ 536919 33 0
READ 537152 578 0
READ 536821 447 0
WRITE 536807 608 250
READ 536662 882 0
READ 537005 18 0
WRITE 537090 470 196
READ 537369 621 0
READ 537556 356 0
WRITE 538044 211 179
WRITE 537856 5 157
READ 538226 389 0
WRITE 538525 167 197
WRITE 538561 440 9
READ 538208 810 0
WRITE 538393 553 71
WRITE 538836 751 109
WRITE 538510 681 225
READ 538140 663 0
READ 538538 44 0
READ 538989 815 0
READ 539373 860 0
READ 539081 256 0
READ 539100 931 0
READ 539132 476 0
WRITE 538649 737 138
READ 538767 396 0
WRITE 538946 411 65
WRITE 539067 495 132
WRITE 539122 137 12
WRITE 539424 759 126
READ 539768 871 0
WRITE 539909 157 50
WRITE 539614 993 222
READ 539467 355 0
READ 539662 432 0
READ 539361 387 0
READ 538991 629 0
READ 539261 699 0
READ 539651 1024 0
READ 539146 836 0
READ 539208 195 0
WRITE 538817 109 32
READ 539324 642 0
READ 538825 416 0
WRITE 538667 865 124
WRITE 538442 344 83
WRITE 538214 641 221
READ 537741 981 0
READ 537391 37 0
READ 537889 109 0
READ 538134 863 0
READ 538267 103 0
READ 538414 286 0
WRITE 538136 844 133
READ 537991 958 0
WRITE 538302 141 190
READ 538031 978 0
WRITE 538402 288 179
READ 538788 198 0
WRITE 538831 402 146
WRITE 539041 600 138
READ 539060 284 0
READ 539489 203 0
READ 539181 137 0
READ 539316 99 0
READ 538848 134 0
WRITE 539289 262 242
WRITE 539410 1002 127
WRITE 539456 304 226
READ 539190 114 0
READ 539530 975 0
WRITE 539227 471 100
WRITE 538757 32 131
READ 538489 753 0
WRITE 538891 369 253
READ 538549 936 0
READ 538094 385 0
WRITE 538163 989 83
READ 537882 277 0
READ 537706 886 0
READ 537377 515 0
WRITE 537292 401 214
WRITE 537323 213 40
READ 537298 589 0
READ 537052 969 0
READ 536837 278 0
WRITE 536740 741 242
WRITE 536370 766 36
WRITE 536117 355 200
WRITE 536491 985 204
READ 536540 818 0
WRITE 536379 852 58
WRITE 536817 302 83
WRITE 536845 278 44
WRITE 537146 847 10
WRITE 537150 738 34
READ 537379 435 0
READ 537704 374 0
READ 537647 737 0
WRITE 538041 70 134
READ 538473 239 0
WRITE 538064 571 43
WRITE 538297 639 208
WRITE 538646 750 95
WRITE 539091 318 219
READ 539067 466 0
READ 539283 877 0
READ 539362 130 0
WRITE 539578 210 51
READ 539350 745 0
WRITE 539702 435 42
READ 539300 884 0
READ 538891 270 0
WRITE 539349 979 3
READ 538913 626 0
WRITE 538413 68 86
WRITE 537987 133 14
WRITE 538341 902 124
READ 538621 397 0
WRITE 538846 147 87
READ 539009 418 0
READ 539471 240 0
READ 539005 569 0
READ 539391 857 0
WRITE 539735 115 156
READ 540176 469 0
WRITE 539827 463 79
READ 539554 785 0
READ 539966 532 0
READ 540011 384 0
WRITE 540212 835 175
READ 539818 9 0
WRITE 539706 562 82
WRITE 539471 867 65
READ 539046 34 0
WRITE 539118 303 65
READ 539612 558 0
READ 539349 19 0
WRITE 539776 575 100
WRITE 540014 172 237
READ 539973 795 0
WRITE 540318 855 73
WRITE 539827 950 167
WRITE 540064 833 126
WRITE 539854 510 30
READ 539601 285 0
WRITE 539580 483 91
WRITE 539331 599 233
READ 539238 72 0
READ 538879 518 0
WRITE 538488 762 38
READ 538966 221 0
READ 539311 820 0
READ 539113 812 0
READ 539125 643 0
READ 538996 689 0
WRITE 539307 193 220
WRITE 539655 889 209
WRITE 539234 177 176
READ 539602 226 0
READ 539443 380 0
READ 539937 732 0
WRITE 540239 723 20
WRITE 540351 57 155
READ 540419 172 0
WRITE 540554 876 144
WRITE 540083 258 210
READ 539609 376 0
READ 539735 712 0
WRITE 539256 997 122
READ 539130 534 0
READ 539257 398 0
READ 539670 463 0
READ 539887 531 0
READ 540106 596 0
WRITE 540019 116 244
READ 540243 326 0
READ 539861 375 0
WRITE 539707 150 193
READ 539388 745 0
READ 539400 459 0
WRITE 539786 135 181
WRITE 539293 261 103
WRITE 538783 580 55
WRITE 539040 75 122
WRITE 539050 207 9
READ 538883 455 0
WRITE 538864 451 137
READ 538429 278 0
READ 538815 896 0
WRITE 539075 664 77
WRITE 539326 286 183
READ 539361 495 0
READ 539032 978 0
READ 538798 43 0
WRITE 538341 879 109
WRITE 538295 265 144
WRITE 538204 176 22
READ 537712 291 0
WRITE 537630 189 162
READ 537956 1008 0
WRITE 538028 856 80
READ 538337 879 0
READ 538649 75 0
WRITE 538653 461 137
READ 538762 966 0
READ 539117 56 0
READ 538637 496 0
READ 539068 552 0
WRITE 539009 1023 27
WRITE 539262 242 79
READ 539621 792 0
READ 539200 16 0
WRITE 539667 588 163
READ 539497 599 0
READ 539824 591 0
READ 539781 604 0
WRITE 539880 521 128
WRITE 539612 328 233
WRITE 539656 353 241
READ 539464 334 0
WRITE 539736 216 14
READ 539945 996 0
READ 540430 1000 0
READ 540344 67 0
READ 540209 965 0
WRITE 539737 470 96
WRITE 539886 714 6
READ 540341 630 0
READ 540193 16 0
READ 539703 523 0
WRITE 540111 65 99
WRITE 540060 758 130
READ 539854 250 0
READ 539897 599 0
WRITE 539626 601 66
WRITE 540081 873 250
WRITE 540124 356 173
WRITE 539895 993 42
WRITE 540209 93 199
READ 540550 465 0
READ 540601 142 0
WRITE 540467 355 206
READ 540427 268 0
WRITE 540911 419 181
WRITE 540565 333 204
WRITE 540452 79 215
READ 540056 949 0
READ 540125 125 0
WRITE 539702 805 185
READ 539933 580 0
WRITE 539808 94 129
WRITE 539491 930 175
READ 539357 657 0
WRITE 539615 151 59
WRITE 539966 972 233
WRITE 540477 315 204
WRITE 540054 744 51
WRITE 539900 270 1
READ 540276 599 0
READ 540027 466 0
READ 540202 292 0
WRITE 539830 718 144
WRITE 540310 115 239
WRITE 540698 784 169
WRITE 540714 455 232
READ 540371 308 0
READ 540720 204 0
READ 540350 170 0
READ 540328 848 0
WRITE 540636 322 238
READ 540272 466 0
READ 540452 371 0
READ 540099 48 0
READ 540221 1019 0
WRITE 540568 966 77
WRITE 541079 400 232
WRITE 540713 656 217
WRITE 540212 79 131
WRITE 540620 236 226
WRITE 540660 160 78
WRITE 540557 272 92
WRITE 540912 171 92
WRITE 540450 1004 108
WRITE 540234 497 50
READ 540589 232 0
WRITE 540259 1003 239
WRITE 540727 426 110
WRITE 540407 537 3
READ 540183 662 0
WRITE 540226 835 83
READ 539736 320 0
READ 539562 79 0
READ 539961 674 0
WRITE 539790 425 193
READ 540020 281 0
READ 539957 63 0
READ 539797 225 0
READ 539436 935 0
READ 538952 611 0
READ 538832 941 0
READ 538843 150 0
READ 538767 923 0
WRITE 539009 682 252
READ 538848 464 0
READ 539284 739 0
WRITE 539421 475 113
WRITE 539932 491 115
WRITE 540012 586 135
WRITE 539735 488 107
WRITE 539444 412 108
READ 539537 909 0
WRITE 539650 821 133
READ 539442 236 0
READ 539187 209 0
WRITE 538978 843 9
READ 538823 552 0
READ 538498 362 0
READ 538100 274 0
READ 538527 178 0
WRITE 538405 1001 23
WRITE 538861 122 137
WRITE 538859 1009 81
WRITE 539261 396 43
READ 539692 155 0
READ 540078 551 0
WRITE 539958 247 36
READ 540402 110 0
WRITE 540079 951 234
WRITE 539727 209 37
WRITE 539339 649 28
WRITE 539347 701 183
READ 539744 887 0
READ 539702 239 0
WRITE 539433 815 59
READ 539764 575 0
READ 539819 440 0
READ 539854 242 0
WRITE 539813 441 250
READ 539866 427 0
READ 539454 472 0
READ 539523 363 0
WRITE 539339 385 223
READ 539329 564 0
READ 539318 284 0
READ 539150 639 0
WRITE 538898 72 169
WRITE 539261 109 211
WRITE 538827 792 90
WRITE 538800 861 131
WRITE 539106 172 18
WRITE 538777 470 204
READ 539117 61 0
WRITE 539164 601 219
READ 539480 338 0
READ 539084 395 0
READ 539134 451 0
READ 539437 661 0
WRITE 539567 468 106
WRITE 539083 179 253
WRITE 539039 974 80
WRITE 538805 783 71
READ 539032 21 0
READ 539154 834 0
WRITE 539187 26 239
READ 539512 798 0
READ 539352 997 0
WRITE 539829 488 146
READ 539753 205 0
WRITE 539539 836 103
READ 539474 346 0
WRITE 539339 728 136
READ 538960 671 0
WRITE 538996 923 223
WRITE 539067 286 109
WRITE 539331 842 23
READ 539629 790 0
READ 539838 500 0
WRITE 540086 355 205
READ 539977 762 0
READ 540435 581 0
WRITE 540274 139 90
WRITE 540731 767 88
WRITE 540911 607 207
WRITE 541182 420 205
READ 541221 898 0
READ 540886 306 0
WRITE 541318 665 96
READ 540891 749 0
READ 540641 184 0
WRITE 540457 919 155
WRITE 540548 504 197
READ 540665 453 0
READ 540929 554 0
WRITE 540653 293 190
WRITE 540897 760 105
WRITE 541032 15 155
WRITE 541191 579 53
READ 541052 891 0
WRITE 541015 167 110
READ 540955 165 0
READ 540746 871 0
READ 540929 775 0
READ 540591 397 0
READ 541068 107 0
READ 541174 804 0
READ 541356 876 0
WRITE 541817 161 170
WRITE 542008 934 112
READ 542298 891 0
WRITE 541985 807 231
WRITE 542441 662 39
WRITE 541981 441 164
READ 542004 887 0
READ 541603 489 0
READ 541193 805 0
WRITE 540799 495 48
READ 540846 639 0
READ 541057 771 0
READ 540910 80 0
READ 541382 635 0
WRITE 541410 814 82
WRITE 541807 457 177
READ 541577 341 0
WRITE 542053 381 70
READ 542082 868 0
WRITE 542563 280 185
WRITE 542447 487 165
READ 542177 527 0
READ 541756 818 0
WRITE 541854 100 221
WRITE 541902 69 46
WRITE 542341 336 120
WRITE 542345 386 51
READ 541833 791 0
WRITE 541322 65 178
READ 541706 442 0
READ 542076 569 0
WRITE 542568 14 41
READ 542064 489 0
READ 542502 462 0
READ 542716 72 0
WRITE 542920 557 241
WRITE 542751 451 145
WRITE 542609 469 252
READ 542138 712 0
READ 542236 491 0
WRITE 542622 989 122
READ 542746 33 0
READ 543055 567 0
WRITE 543013 258 99
READ 542639 433 0
WRITE 542741 604 33
READ 542339 814 0
WRITE 542379 795 204
WRITE 541887 1001 166
WRITE 541803 907 8
WRITE 542236 514 111
WRITE 542189 843 99
WRITE 541753 59 157
READ 542247 45 0
READ 542659 670 0
READ 542702 653 0
WRITE 542662 219 119
WRITE 543049 322 255
READ 542608 897 0
READ 542872 362 0
WRITE 542826 695 107
READ 542858 900 0
READ 542776 231 0
WRITE 542542 195 109
WRITE 542351 470 222
WRITE 542045 667 121
WRITE 542390 504 157
READ 542484 802 0
READ 542084 717 0
READ 541967 250 0
READ 541832 337 0
WRITE 542229 779 244
WRITE 541841 76 38
WRITE 542130 986 65
WRITE 542088 735 253
WRITE 541849 609 191
WRITE 542282 600 78
READ 541970 308 0
READ 541475 810 0
WRITE 541458 619 104
WRITE 541147 82 95
READ 540751 635 0
WRITE 540729 67 158
READ 540271 739 0
READ 540709 746 0
WRITE 540753 943 251
READ 540907 499 0
WRITE 541081 850 157
WRITE 541125 172 101
WRITE 541118 390 251
WRITE 541475 941 219
WRITE 541868 63 10
WRITE 541862 205 214
READ 542271 548 0
READ 541922 114 0
WRITE 541926 567 140
READ 541939 117 0
WRITE 542344 124 126
READ 542203 911 0
WRITE 542676 709 67
WRITE 542360 535 245
READ 542756 394 0
WRITE 542247 911 94
READ 542546 1016 0
WRITE 542183 480 253
READ 542047 538 0
READ 541538 1008 0
WRITE 541395 717 246
READ 541621 133 0
WRITE 542093 34 71
READ 542301 853 0
READ 542310 217 0
WRITE 542329 213 12
READ 542828 149 0
READ 543295 934 0
READ 542910 699 0
READ 542879 169 0
READ 542415 835 0
WRITE 542077 346 132
READ 541613 596 0
WRITE 542063 972 126
READ 541892 250 0
WRITE 541943 317 115
READ 542288 915 0
READ 542708 551 0
READ 543150 370 0
WRITE 543074 625 212
READ 543503 279 0
READ 543816 570 0
WRITE 544050 658 117
READ 543734 498 0
READ 543280 210 0
READ 543694 209 0
WRITE 544120 729 91
READ 544041 759 0
WRITE 543543 265 152
READ 543478 962 0
WRITE 543200 512 103
WRITE 543079 61 89
WRITE 542662 239 104
READ 542767 324 0
READ 542804 1018 0
READ 543114 226 0
READ 542925 173 0
WRITE 543299 103 216
READ 542824 239 0
WRITE 542380 14 179
WRITE 542206 14 151
READ 542466 544 0
READ 542158 504 0
WRITE 541897 853 30
READ 542256 160 0
READ 542657 94 0
READ 542376 1000 0
READ 542375 733 0
READ 542500 539 0
WRITE 542450 337 250
READ 542539 783 0
WRITE 542741 736 240
WRITE 542695 858 248
READ 542294 560 0
